Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_per_L_per_H,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other
CM_063,CM_063-1,11/14/2022,1668440010,10:33:30,Eastern Standard Time (UTC-5),10.39,0.03,90.92,0.21,9.5,0.03,-0.777,0.981,0.978,8.00E-04,90,7,1,9.213333333,43.0795,-71.0359,43.0795,-71.0359,9:28:00,11:24:00,186138,6,William,McDowell,University of New Hampshire,bill.mcdowell@unh.edu,Site 19 moved downstream (our NOR27),North River,Epping,New Hampshire,"Sunny, Cool (36 F air temp), breezy",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,8,16,Inside bend of stream,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,"USGS station 01073460 was previously located a short distance upstream.  URL is below, but current streamflow is not available.","We sampled downstream from the original site 19 on google maps at the route 125 crossing.  The original site 19 did not have depositional zone as it was mostly bedrock downstream and rocky upstream with barriers to access (personal property).  We have long-term data at the CM_063 site sampled (our site NOR27). Did not use sieve to pre-sieve sediments, but did pick out plant material and sediment >2 mm.",https://waterdata.usgs.gov/nwis/dv/?referred_module=sw&site_no=01073460,No
CM_063,CM_063-2,11/14/2022,1668440010,10:33:30,Eastern Standard Time (UTC-5),10.39,0.03,90.92,0.21,9.5,0.03,-0.764,0.98,0.976,8.11E-04,90,7,1,9.016666667,43.0795,-71.0359,43.0795,-71.0359,9:28:00,11:24:00,186138,6,William,McDowell,University of New Hampshire,bill.mcdowell@unh.edu,Site 19 moved downstream (our NOR27),North River,Epping,New Hampshire,"Sunny, Cool (36 F air temp), breezy",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,8,16,Inside bend of stream,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,"USGS station 01073460 was previously located a short distance upstream.  URL is below, but current streamflow is not available.","We sampled downstream from the original site 19 on google maps at the route 125 crossing.  The original site 19 did not have depositional zone as it was mostly bedrock downstream and rocky upstream with barriers to access (personal property).  We have long-term data at the CM_063 site sampled (our site NOR27). Did not use sieve to pre-sieve sediments, but did pick out plant material and sediment >2 mm.",https://waterdata.usgs.gov/nwis/dv/?referred_module=sw&site_no=01073460,No
CM_063,CM_063-3,11/14/2022,1668440010,10:33:30,Eastern Standard Time (UTC-5),10.39,0.03,90.92,0.21,9.5,0.03,-0.768,0.991,0.989,5.52E-04,90,7,1,9.406666667,43.0795,-71.0359,43.0795,-71.0359,9:28:00,11:24:00,186138,6,William,McDowell,University of New Hampshire,bill.mcdowell@unh.edu,Site 19 moved downstream (our NOR27),North River,Epping,New Hampshire,"Sunny, Cool (36 F air temp), breezy",Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,8,16,Inside bend of stream,No coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,"USGS station 01073460 was previously located a short distance upstream.  URL is below, but current streamflow is not available.","We sampled downstream from the original site 19 on google maps at the route 125 crossing.  The original site 19 did not have depositional zone as it was mostly bedrock downstream and rocky upstream with barriers to access (personal property).  We have long-term data at the CM_063 site sampled (our site NOR27). Did not use sieve to pre-sieve sediments, but did pick out plant material and sediment >2 mm.",https://waterdata.usgs.gov/nwis/dv/?referred_module=sw&site_no=01073460,No
CM_064,CM_064-1,12/12/2022,1670870640,12:44:00,Central Standard Time (UTC-6),9.36,0.01,95.15,0.1,16.14,0.01,-8.264,0.993,0.99,0.008151891,15,4,1,8.016666667,33.6053,-86.7497,33.6053,-86.7497,11:45:00,13:26:00,443657,6.5,Corianne,Tatariw,University of Alabama,ctatariw@ua.edu,101022,Five Mile Creek,Birmingham,Alabama,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),12.8,60,Pool lip,Partial coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,N/A,No
CM_064,CM_064-2,12/12/2022,1670870640,12:44:00,Central Standard Time (UTC-6),9.36,0.01,95.15,0.1,16.14,0.01,-8.848,0.967,0.95,0.019383613,15,4,1,7.916666667,33.6053,-86.7497,33.6053,-86.7497,11:45:00,13:26:00,443657,6.5,Corianne,Tatariw,University of Alabama,ctatariw@ua.edu,101022,Five Mile Creek,Birmingham,Alabama,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),12.8,60,Pool lip,Partial coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,N/A,No
CM_064,CM_064-3,12/12/2022,1670870640,12:44:00,Central Standard Time (UTC-6),9.36,0.01,95.15,0.1,16.14,0.01,-5.328,0.979,0.974,0.006426095,60,6,0,8.316666667,33.6053,-86.7497,33.6053,-86.7497,11:45:00,13:26:00,443657,6.5,Corianne,Tatariw,University of Alabama,ctatariw@ua.edu,101022,Five Mile Creek,Birmingham,Alabama,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),12.8,60,Pool lip,Partial coverage,No coverage,Partial coverage,1-3 cm as described in the protocol,N/A,N/A,N/A,No
CM_069,CM_069-1,1/23/2023,1674499950,11:52:30,Mountain Standard Time (UTC-7),11.04,0.04,85.68,0.52,4.67,0.1,-30.32,1,N/A,N/A,5,2,0,4.753333333,40.6652,-111.846,40.6652,-111.846,11:00:00,12:30:00,284528,6.5,Alessandro,Zanazzi,Utah Valley University,alessandro.zanazzi@gmail.com,N/A,Big Cottonwood Creek,Holladay,Utah,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),4.2,28,Inside bend of stream,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,For the WIN vials we used an unlabeled filter without needle. For the OCN we used labeled filter with needle,https://waterdata.usgs.gov/nwis/inventory/?site_no=10168499&agency_cd=USGS,No
CM_069,CM_069-2,1/23/2023,1674499950,11:52:30,Mountain Standard Time (UTC-7),11.04,0.04,85.68,0.52,4.67,0.1,-30.16,1,N/A,N/A,5,2,0,4.656666667,40.6652,-111.846,40.6652,-111.846,11:00:00,12:30:00,284528,6.5,Alessandro,Zanazzi,Utah Valley University,alessandro.zanazzi@gmail.com,N/A,Big Cottonwood Creek,Holladay,Utah,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),4.2,28,Inside bend of stream,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,For the WIN vials we used an unlabeled filter without needle. For the OCN we used labeled filter with needle,https://waterdata.usgs.gov/nwis/inventory/?site_no=10168499&agency_cd=USGS,No
CM_069,CM_069-3,1/23/2023,1674499950,11:52:30,Mountain Standard Time (UTC-7),11.04,0.04,85.68,0.52,4.67,0.1,-25.6,1,N/A,N/A,5,2,0,3.496666667,40.6652,-111.846,40.6652,-111.846,11:00:00,12:30:00,284528,6.5,Alessandro,Zanazzi,Utah Valley University,alessandro.zanazzi@gmail.com,N/A,Big Cottonwood Creek,Holladay,Utah,Sunny,Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),4.2,28,Inside bend of stream,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,For the WIN vials we used an unlabeled filter without needle. For the OCN we used labeled filter with needle,https://waterdata.usgs.gov/nwis/inventory/?site_no=10168499&agency_cd=USGS,No
CM_070,CM_070-1,1/9/2023,1673289720,13:42:00,Eastern Standard Time (UTC-5),14.27,0.03,98.33,0.16,0.27,0.03,-1.872,0.952,0.944,0.002869225,120,8,0,9.206666667,43.7156,-72.4188,43.7156,-72.4188,12:43:00,14:23:00,21119,6,Douglas,Hardy,UMass Geosciences,dhardyvt@gmail.com,N/A,White River,West Hartford,Vermont,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),0.2,33,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,"In an eddy adjacent to main flow. Faintly visible in photo CM_070-up (note thin rope from sensor, attached to protruding log for security).",https://waterdata.usgs.gov/monitoring-location/01144000/#parameterCode=00060&period=P7D,No
CM_070,CM_070-2,1/9/2023,1673289720,13:42:00,Eastern Standard Time (UTC-5),14.27,0.03,98.33,0.16,0.27,0.03,-2.291,0.975,0.969,0.003045025,60,6,2,9.053333333,43.7156,-72.4188,43.7156,-72.4188,12:43:00,14:23:00,21119,6,Douglas,Hardy,UMass Geosciences,dhardyvt@gmail.com,N/A,White River,West Hartford,Vermont,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),0.2,33,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,"In an eddy adjacent to main flow. Faintly visible in photo CM_070-up (note thin rope from sensor, attached to protruding log for security).",https://waterdata.usgs.gov/monitoring-location/01144000/#parameterCode=00060&period=P7D,No
CM_070,CM_070-3,1/9/2023,1673289720,13:42:00,Eastern Standard Time (UTC-5),14.27,0.03,98.33,0.16,0.27,0.03,-1.546,0.933,0.922,0.002813238,120,8,0,9.063333333,43.7156,-72.4188,43.7156,-72.4188,12:43:00,14:23:00,21119,6,Douglas,Hardy,UMass Geosciences,dhardyvt@gmail.com,N/A,White River,West Hartford,Vermont,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),0.2,33,Shallow waters near the shore,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,N/A,"In an eddy adjacent to main flow. Faintly visible in photo CM_070-up (note thin rope from sensor, attached to protruding log for security).",https://waterdata.usgs.gov/monitoring-location/01144000/#parameterCode=00060&period=P7D,No
CM_072,CM_072-1,1/16/2023,1673893500,12:25:00,Central Standard Time (UTC-6),12.55,0.13,127.98,2.01,16.31,0.26,-115.2,1,N/A,N/A,5,2,0,4.94,31.1356,-96.8252,31.1356,-96.8252,11:22:00,13:13:00,412314,7,A. Peyton,Smith,Texas A&M University,peyton.smith@tamu.edu,102327,Brazos River,Eloise,Texas,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),18.5,30,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,"Sensor was 1 m from ""depositional bank"" ( = sand, gravel over bedrock that has a stagnant, shallow water pool between it and the ""real"" bank of the river.). The sensor was about 5 m from the ""real"" bank at that point in time. We took water samples within 10 m down the river from the sensor because the river sediment was so fine that sampling disturbed sediment so that it may have interfered with the sensor readings.","- Samples packed in ice 5:00 - 5:15  pm on 1/17/23 and driven to FedEx with a 5:45 pm pick up for overnight packages. Expected delivery at PNNL before 4 pm on 1/18/23. Tracking info: https://www.fedex.com/fedextrack/?trknbr=817383356941&trkqual=2459962000~817383356941~FX. Site weather = Sunny, 22C. I provided a diagram (sketch) of the site with estimated distances in the uploaded files section in this form.The bank was level with fine and course sediments - if vegetation was present it was grasses on the bank (grasses appeared to be some Phragmites sp. and/or Paspalum denticulatum). There was a steep incline up to a terrace (but it was not more than 4 m long) and the terrace was vegetated with hardwoods (dominated by Platanus occidentalis). Most importantly, there was a dry, ephemeral tributary at the ""real"" bank (see sensor notes above)nearest to area we sampled. There was evidence of erosional deposition present. The source of the ravine/tributary was a bare/muddy watering area of a densely populated cattle ranch. The river sediment was so fine that getting it through the filters was incredibly difficult (especially when using a 50 ml syringe) and therefore we used many filters. It would have been easier to use smaller syringes, but trying to fill a 500 ml bottle with a small syringe would have been tedious). Therefore the ""filtered water"" sample (BWT - filtered) had to be filled with non-filtered water. We managed to fill it to nearly 150 ml of filtered water, but it took 30 mins and we couldn't do that 3-4 more times. Therefore, we filled the remaining 400 ml with unfiltered water. Unfiltered noted on bottle. The unfiltered bottle (BWT) is only 50% filled due to the cap not being screwed on enough during transport to lab. All vials/bottles were individually wrapped and so the water did not contaminate other samples in the cooler. Apologies - we had a team of 5 doing the sampling (and it took 2 hours). Collection photo - difficult to get 1 m2 since the whole team is super short.",https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hibt2&hydro_type=0,N/A
CM_072,CM_072-2,1/16/2023,1673893500,12:25:00,Central Standard Time (UTC-6),12.55,0.13,127.98,2.01,16.31,0.26,-79.04,1,N/A,N/A,5,2,0,6.206666667,31.1356,-96.8252,31.1356,-96.8252,11:22:00,13:13:00,412314,7,A. Peyton,Smith,Texas A&M University,peyton.smith@tamu.edu,102327,Brazos River,Eloise,Texas,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),18.5,30,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,"Sensor was 1 m from ""depositional bank"" ( = sand, gravel over bedrock that has a stagnant, shallow water pool between it and the ""real"" bank of the river.). The sensor was about 5 m from the ""real"" bank at that point in time. We took water samples within 10 m down the river from the sensor because the river sediment was so fine that sampling disturbed sediment so that it may have interfered with the sensor readings.","- Samples packed in ice 5:00 - 5:15  pm on 1/17/23 and driven to FedEx with a 5:45 pm pick up for overnight packages. Expected delivery at PNNL before 4 pm on 1/18/23. Tracking info: https://www.fedex.com/fedextrack/?trknbr=817383356941&trkqual=2459962000~817383356941~FX. Site weather = Sunny, 22C. I provided a diagram (sketch) of the site with estimated distances in the uploaded files section in this form.The bank was level with fine and course sediments - if vegetation was present it was grasses on the bank (grasses appeared to be some Phragmites sp. and/or Paspalum denticulatum). There was a steep incline up to a terrace (but it was not more than 4 m long) and the terrace was vegetated with hardwoods (dominated by Platanus occidentalis). Most importantly, there was a dry, ephemeral tributary at the ""real"" bank (see sensor notes above)nearest to area we sampled. There was evidence of erosional deposition present. The source of the ravine/tributary was a bare/muddy watering area of a densely populated cattle ranch. The river sediment was so fine that getting it through the filters was incredibly difficult (especially when using a 50 ml syringe) and therefore we used many filters. It would have been easier to use smaller syringes, but trying to fill a 500 ml bottle with a small syringe would have been tedious). Therefore the ""filtered water"" sample (BWT - filtered) had to be filled with non-filtered water. We managed to fill it to nearly 150 ml of filtered water, but it took 30 mins and we couldn't do that 3-4 more times. Therefore, we filled the remaining 400 ml with unfiltered water. Unfiltered noted on bottle. The unfiltered bottle (BWT) is only 50% filled due to the cap not being screwed on enough during transport to lab. All vials/bottles were individually wrapped and so the water did not contaminate other samples in the cooler. Apologies - we had a team of 5 doing the sampling (and it took 2 hours). Collection photo - difficult to get 1 m2 since the whole team is super short.",https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hibt2&hydro_type=0,N/A
CM_072,CM_072-3,1/16/2023,1673893500,12:25:00,Central Standard Time (UTC-6),12.55,0.13,127.98,2.01,16.31,0.26,-32.116,0.988,0.976,0.01484615,15,3,0,6.683333333,31.1356,-96.8252,31.1356,-96.8252,11:22:00,13:13:00,412314,7,A. Peyton,Smith,Texas A&M University,peyton.smith@tamu.edu,102327,Brazos River,Eloise,Texas,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),18.5,30,Inside bend of stream,No coverage,No coverage,No coverage,1-3 cm as described in the protocol,"Sensor was 1 m from ""depositional bank"" ( = sand, gravel over bedrock that has a stagnant, shallow water pool between it and the ""real"" bank of the river.). The sensor was about 5 m from the ""real"" bank at that point in time. We took water samples within 10 m down the river from the sensor because the river sediment was so fine that sampling disturbed sediment so that it may have interfered with the sensor readings.","- Samples packed in ice 5:00 - 5:15  pm on 1/17/23 and driven to FedEx with a 5:45 pm pick up for overnight packages. Expected delivery at PNNL before 4 pm on 1/18/23. Tracking info: https://www.fedex.com/fedextrack/?trknbr=817383356941&trkqual=2459962000~817383356941~FX. Site weather = Sunny, 22C. I provided a diagram (sketch) of the site with estimated distances in the uploaded files section in this form.The bank was level with fine and course sediments - if vegetation was present it was grasses on the bank (grasses appeared to be some Phragmites sp. and/or Paspalum denticulatum). There was a steep incline up to a terrace (but it was not more than 4 m long) and the terrace was vegetated with hardwoods (dominated by Platanus occidentalis). Most importantly, there was a dry, ephemeral tributary at the ""real"" bank (see sensor notes above)nearest to area we sampled. There was evidence of erosional deposition present. The source of the ravine/tributary was a bare/muddy watering area of a densely populated cattle ranch. The river sediment was so fine that getting it through the filters was incredibly difficult (especially when using a 50 ml syringe) and therefore we used many filters. It would have been easier to use smaller syringes, but trying to fill a 500 ml bottle with a small syringe would have been tedious). Therefore the ""filtered water"" sample (BWT - filtered) had to be filled with non-filtered water. We managed to fill it to nearly 150 ml of filtered water, but it took 30 mins and we couldn't do that 3-4 more times. Therefore, we filled the remaining 400 ml with unfiltered water. Unfiltered noted on bottle. The unfiltered bottle (BWT) is only 50% filled due to the cap not being screwed on enough during transport to lab. All vials/bottles were individually wrapped and so the water did not contaminate other samples in the cooler. Apologies - we had a team of 5 doing the sampling (and it took 2 hours). Collection photo - difficult to get 1 m2 since the whole team is super short.",https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hibt2&hydro_type=0,N/A
CM_074,CM_074-1,1/8/2023,1673201700,11:15:00,Mountain Standard Time (UTC-7),11.67,0.1,87.26,0.73,3.24,0.06,-1.652,0.947,0.939,0.002648793,120,8,0,8.936666667,43.6043,-116.1947,43.6043,-116.1947,10:23:00,11:52:00,493875,6,India,Southern,None,indiasouthern@gmail.com,Boise River,Boise River,Boise,Idaho,"Overcast, Windy, 45 degrees F",Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),2.75,13.97,Shallow waters near the shore,No coverage,No coverage,Partial coverage,3-10cm in some places,N/A,"River level was low, chose a spot with a little more deposition at a point where the river split. Water temp is estimated, and my measuring tape didn't have metric side for some reason. In photos is set to 12 inches. The hydrograph below is for a site downstream (some miles) from the site, but could still be useful.",https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=bigi1,No
CM_074,CM_074-2,1/8/2023,1673201700,11:15:00,Mountain Standard Time (UTC-7),11.67,0.1,87.26,0.73,3.24,0.06,-2.622,0.994,0.993,0.001677504,60,6,2,8.903333333,43.6043,-116.1947,43.6043,-116.1947,10:23:00,11:52:00,493875,6,India,Southern,None,indiasouthern@gmail.com,Boise River,Boise River,Boise,Idaho,"Overcast, Windy, 45 degrees F",Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),2.75,13.97,Shallow waters near the shore,No coverage,No coverage,Partial coverage,3-10cm in some places,N/A,"River level was low, chose a spot with a little more deposition at a point where the river split. Water temp is estimated, and my measuring tape didn't have metric side for some reason. In photos is set to 12 inches. The hydrograph below is for a site downstream (some miles) from the site, but could still be useful.",https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=bigi1,No
CM_074,CM_074-3,1/8/2023,1673201700,11:15:00,Mountain Standard Time (UTC-7),11.67,0.1,87.26,0.73,3.24,0.06,-1.793,0.989,0.987,0.001310922,120,8,0,8.606666667,43.6043,-116.1947,43.6043,-116.1947,10:23:00,11:52:00,493875,6,India,Southern,None,indiasouthern@gmail.com,Boise River,Boise River,Boise,Idaho,"Overcast, Windy, 45 degrees F",Perennial,"Broadleaf deciduous tree, Grass",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),2.75,13.97,Shallow waters near the shore,No coverage,No coverage,Partial coverage,3-10cm in some places,N/A,"River level was low, chose a spot with a little more deposition at a point where the river split. Water temp is estimated, and my measuring tape didn't have metric side for some reason. In photos is set to 12 inches. The hydrograph below is for a site downstream (some miles) from the site, but could still be useful.",https://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=bigi1,No
SSS001,SSS001-1,8/8/2022,1659979110,9:18:30,Pacific Standard Time (UTC-8),9.31,0.04,93.99,0.27,15.84,0.34,-12.533,1,N/A,N/A,6,2,0,3.793333333,46.0417,-120.5731,46.0416,-120.5732,8:53:00,9:49:00,654896,8.18,James,Stegen,PNNL,james.stegen@pnnl.gov,S63P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.33,41,N/A,Low (5-30%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS001,SSS001-2,8/8/2022,1659979110,9:18:30,Pacific Standard Time (UTC-8),9.31,0.04,93.99,0.27,15.84,0.34,-0.52,1,N/A,N/A,5,2,0,0.063333333,46.0417,-120.5731,46.0416,-120.5732,8:53:00,9:49:00,654896,8.18,James,Stegen,PNNL,james.stegen@pnnl.gov,S63P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.33,41,N/A,Low (5-30%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS001,SSS001-3,8/8/2022,1659979110,9:18:30,Pacific Standard Time (UTC-8),9.31,0.04,93.99,0.27,15.84,0.34,-1.16,1,N/A,N/A,5,2,0,0.11,46.0417,-120.5731,46.0416,-120.5732,8:53:00,9:49:00,654896,8.18,James,Stegen,PNNL,james.stegen@pnnl.gov,S63P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),15.33,41,N/A,Low (5-30%),Low (5-30%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS002,SSS002-1,8/8/2022,1659986610,11:23:30,Pacific Standard Time (UTC-8),9.73,0.02,108.23,0.61,20.57,0.33,-1.602,0.994,0.993,8.33E-04,120,8,0,8.553333333,46.0959,-120.5476,46.096,-120.5476,10:58:00,11:54:00,809246,8.45,James,Stegen,PNNL,james.stegen@pnnl.gov,S30R,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20.58,7.5,N/A,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS002,SSS002-2,8/8/2022,1659986610,11:23:30,Pacific Standard Time (UTC-8),9.73,0.02,108.23,0.61,20.57,0.33,-1.505,0.962,0.956,0.002030142,120,8,0,8.31,46.0959,-120.5476,46.096,-120.5476,10:58:00,11:54:00,809246,8.45,James,Stegen,PNNL,james.stegen@pnnl.gov,S30R,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20.58,7.5,N/A,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS002,SSS002-3,8/8/2022,1659986610,11:23:30,Pacific Standard Time (UTC-8),9.73,0.02,108.23,0.61,20.57,0.33,-2.019,0.993,0.992,0.001123398,110,8,0,8.753333333,46.0959,-120.5476,46.096,-120.5476,10:58:00,11:54:00,809246,8.45,James,Stegen,PNNL,james.stegen@pnnl.gov,S30R,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20.58,7.5,N/A,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS003,SSS003-1,8/8/2022,1659994650,13:37:30,Pacific Standard Time (UTC-8),8.72,0.04,96.75,0.15,20.46,0.15,-9.816,0.986,0.98,0.013564988,15,4,0,7.173333333,46.2059,-120.4811,46.2059,-120.4811,13:12:00,14:08:00,417508,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S31,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20.47,9.5,N/A,Med (30-70%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS003,SSS003-2,8/8/2022,1659994650,13:37:30,Pacific Standard Time (UTC-8),8.72,0.04,96.75,0.15,20.46,0.15,-8.296,0.977,0.966,0.01493125,15,4,0,7.136666667,46.2059,-120.4811,46.2059,-120.4811,13:12:00,14:08:00,417508,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S31,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20.47,9.5,N/A,Med (30-70%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS003,SSS003-3,8/8/2022,1659994650,13:37:30,Pacific Standard Time (UTC-8),8.72,0.04,96.75,0.15,20.46,0.15,-17.767,1,N/A,N/A,6,2,0,6.206666667,46.2059,-120.4811,46.2059,-120.4811,13:12:00,14:08:00,417508,7.84,James,Stegen,PNNL,james.stegen@pnnl.gov,S31,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),20.47,9.5,N/A,Med (30-70%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS004,SSS004-1,8/9/2022,1660062990,8:36:30,Pacific Standard Time (UTC-8),8.63,0.05,90.92,0.57,17.86,0.04,-23.64,1,N/A,N/A,5,2,0,2.063333333,46.6659,-120.8161,46.666,-120.8161,8:11:00,9:07:00,553257,7.82,James,Stegen,PNNL,james.stegen@pnnl.gov,S55,N/A,N/A,Washington,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),17.9,10,N/A,Low (5-30%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
