Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_DO_per_L_per_H,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,Type,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Site_ID,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Country,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other,Water_volume_Flag,Notes
CM_095,CM_095-4,2023-06-12,1686581250,10:47:30,Eastern Daylight Time (UTC-4),8.39,0.25,90.7,2.73,19.13,0.03,-2.71,-45.05,Measured_2.5mL,0.956,0.947,0.00435401971794144,90,7,0,8.77666666666667,MP-101276,36.08252,-84.575253,36.08252,-84.575253,09:48:00,11:27:00,421044,8,Scott,Brooks,Oak Ridge National Laboratory,brookssc@ornl.gov,NA,Crooked Fork,Wartburg,Tennessee,USA,"Overcast, drizzly",Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),NA,22.5,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,DO probe was wedged between rocks angled upward but a thin layer of sediment still accumulated on the face during deployment,First time to this creek.  Scattered heavy rains in the area the night before.  Stream was somewhat turbid but water level did not appear to be elevated based on the appearance of the exposed banks.,NA,No,FALSE,NA
CM_095,CM_095-5,2023-06-12,1686581250,10:47:30,Eastern Daylight Time (UTC-4),8.39,0.25,90.7,2.73,19.13,0.03,-2.73,-45.06,Measured_2.5mL,0.941,0.929,0.00511274411504989,90,7,0,8.93666666666667,MP-101276,36.08252,-84.575253,36.08252,-84.575253,09:48:00,11:27:00,421044,8,Scott,Brooks,Oak Ridge National Laboratory,brookssc@ornl.gov,NA,Crooked Fork,Wartburg,Tennessee,USA,"Overcast, drizzly",Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),NA,22.5,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,DO probe was wedged between rocks angled upward but a thin layer of sediment still accumulated on the face during deployment,First time to this creek.  Scattered heavy rains in the area the night before.  Stream was somewhat turbid but water level did not appear to be elevated based on the appearance of the exposed banks.,NA,No,FALSE,NA
CM_095,CM_095-6,2023-06-12,1686581250,10:47:30,Eastern Daylight Time (UTC-4),8.39,0.25,90.7,2.73,19.13,0.03,-2.36,-38.66,Measured_2.5mL,0.921,0.905,0.00514577821356079,90,7,0,8.81333333333333,MP-101276,36.08252,-84.575253,36.08252,-84.575253,09:48:00,11:27:00,421044,8,Scott,Brooks,Oak Ridge National Laboratory,brookssc@ornl.gov,NA,Crooked Fork,Wartburg,Tennessee,USA,"Overcast, drizzly",Perennial,Broadleaf deciduous tree,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),NA,22.5,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,DO probe was wedged between rocks angled upward but a thin layer of sediment still accumulated on the face during deployment,First time to this creek.  Scattered heavy rains in the area the night before.  Stream was somewhat turbid but water level did not appear to be elevated based on the appearance of the exposed banks.,NA,No,FALSE,NA
CM_096,CM_096-1,2023-06-19,1687190520,12:02:00,Eastern Daylight Time (UTC-4),8.4,0.02,90.13,0.24,18.75,0.01,-0.7,-2.58,Measured_10mL,0.974,0.969,8.5399358631129e-4,115,7,1,NA,MP-103224,35.689577,-82.593379,35.689577,-82.593379,11:27:00,12:22:00,310845,6.5,Scott,Brooks,Oak Ridge National Laboratory,brookssc@ornl.gov,NA,Reems Creek,Asheville,North Carolina,USA,"Overcast, Raining",Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.6,41,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,Deployed upstream of collection point in fast flowing portion of channel.  Sensor window was clean on retrieval.,"Heavy rain in the area for several hours in the morning before sampling but creek water level had not yet responded at the time of sampling.  Water was clear with no obvious sign of elevated suspended solids.  This location coincides with a site for the ORNL WaDE SFA - a dissolved oxygen sensor (same miniDOT as used by WHONDRS) and pressure/conductivity/temperature logger were deployed in early March 2023, logging at 15-min interval.  The sensor data was downloaded the same day as sampling for WHONDRS. These sensors will be retrieved from the site sometime in late fall 2023.",NA,Yes,FALSE,NA
CM_096,CM_096-2,2023-06-19,1687190520,12:02:00,Eastern Daylight Time (UTC-4),8.4,0.02,90.13,0.24,18.75,0.01,-1.04,-3.73,Measured_10mL,0.971,0.963,0.00151215502878288,60,6,2,9.01333333333333,MP-103224,35.689577,-82.593379,35.689577,-82.593379,11:27:00,12:22:00,310845,6.5,Scott,Brooks,Oak Ridge National Laboratory,brookssc@ornl.gov,NA,Reems Creek,Asheville,North Carolina,USA,"Overcast, Raining",Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.6,41,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,Deployed upstream of collection point in fast flowing portion of channel.  Sensor window was clean on retrieval.,"Heavy rain in the area for several hours in the morning before sampling but creek water level had not yet responded at the time of sampling.  Water was clear with no obvious sign of elevated suspended solids.  This location coincides with a site for the ORNL WaDE SFA - a dissolved oxygen sensor (same miniDOT as used by WHONDRS) and pressure/conductivity/temperature logger were deployed in early March 2023, logging at 15-min interval.  The sensor data was downloaded the same day as sampling for WHONDRS. These sensors will be retrieved from the site sometime in late fall 2023.",NA,Yes,FALSE,NA
CM_096,CM_096-3,2023-06-19,1687190520,12:02:00,Eastern Daylight Time (UTC-4),8.4,0.02,90.13,0.24,18.75,0.01,-0.65,-2.39,Measured_10mL,0.963,0.956,8.6645809204361e-4,120,8,0,9.32666666666667,MP-103224,35.689577,-82.593379,35.689577,-82.593379,11:27:00,12:22:00,310845,6.5,Scott,Brooks,Oak Ridge National Laboratory,brookssc@ornl.gov,NA,Reems Creek,Asheville,North Carolina,USA,"Overcast, Raining",Perennial,Broadleaf deciduous tree,Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),18.6,41,Shallow waters near the shore,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,Deployed upstream of collection point in fast flowing portion of channel.  Sensor window was clean on retrieval.,"Heavy rain in the area for several hours in the morning before sampling but creek water level had not yet responded at the time of sampling.  Water was clear with no obvious sign of elevated suspended solids.  This location coincides with a site for the ORNL WaDE SFA - a dissolved oxygen sensor (same miniDOT as used by WHONDRS) and pressure/conductivity/temperature logger were deployed in early March 2023, logging at 15-min interval.  The sensor data was downloaded the same day as sampling for WHONDRS. These sensors will be retrieved from the site sometime in late fall 2023.",NA,Yes,FALSE,NA
CM_099,CM_099-4,2023-06-19,1687194720,13:12:00,Eastern Daylight Time (UTC-4),6.92,0.13,80.27,1.49,22.73,0.06,-1.47,-24.46,Measured_2.5mL,0.953,0.944,0.00242936016636004,90,7,1,8.39,SP-47,29.93382,-82.79881,29.93382,-82.79881,11:38:00,14:31:00,085398,8,Joshua,Epstein,University of Florida,jmepstein12@ufl.edu,Ichetucknee River,Ichetucknee River,Branford,Florida,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,24.8,50,Inside bend of stream,Partial coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,Sensor attached to submerged log resting about 15cm above sediment,NA,https://water.weather.gov/ahps2/hydrograph.php?gage=tref1&wfo=jax,Yes,FALSE,NA
CM_099,CM_099-5,2023-06-19,1687194720,13:12:00,Eastern Daylight Time (UTC-4),6.92,0.13,80.27,1.49,22.73,0.06,-1.54,-25.63,Measured_2.5mL,0.951,0.943,0.00237836763480698,120,8,0,8.46,SP-47,29.93382,-82.79881,29.93382,-82.79881,11:38:00,14:31:00,085398,8,Joshua,Epstein,University of Florida,jmepstein12@ufl.edu,Ichetucknee River,Ichetucknee River,Branford,Florida,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,24.8,50,Inside bend of stream,Partial coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,Sensor attached to submerged log resting about 15cm above sediment,NA,https://water.weather.gov/ahps2/hydrograph.php?gage=tref1&wfo=jax,Yes,FALSE,NA
CM_099,CM_099-6,2023-06-19,1687194720,13:12:00,Eastern Daylight Time (UTC-4),6.92,0.13,80.27,1.49,22.73,0.06,-1.04,-17.09,Measured_2.5mL,0.965,0.959,0.00135974336398383,120,8,0,8.91,SP-47,29.93382,-82.79881,29.93382,-82.79881,11:38:00,14:31:00,085398,8,Joshua,Epstein,University of Florida,jmepstein12@ufl.edu,Ichetucknee River,Ichetucknee River,Branford,Florida,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,24.8,50,Inside bend of stream,Partial coverage,Partial coverage,Partial coverage,1-3 cm as described in the protocol,Sensor attached to submerged log resting about 15cm above sediment,NA,https://water.weather.gov/ahps2/hydrograph.php?gage=tref1&wfo=jax,Yes,FALSE,NA
CM_100,CM_100-1,2023-05-29,1685374350,11:32:30,Eastern Daylight Time (UTC-4),7.91,0.01,81.85,0.26,16.99,0.19,-0.59,-2.07,Measured_10mL,0.985,0.98,7.0559946223774e-4,30,5,3,8.43,MP-103021,33.996005,-80.960872,33.996005,-80.960872,10:31:00,12:21:00,179470,6.5,Yuhua,Zheng,Clemson university,yuhuaz@clemson.edu,NA,Indian creek,Whitmire,South Carolina,USA,Sunny,Intermittent,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,17,26,Shallow waters near the shore,Full coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,NA,FALSE,NA
CM_100,CM_100-2,2023-05-29,1685374350,11:32:30,Eastern Daylight Time (UTC-4),7.91,0.01,81.85,0.26,16.99,0.19,-0.7,-2.51,Measured_10mL,0.991,0.989,5.1060942058443e-4,90,7,1,8.54333333333333,MP-103021,33.996005,-80.960872,33.996005,-80.960872,10:31:00,12:21:00,179470,6.5,Yuhua,Zheng,Clemson university,yuhuaz@clemson.edu,NA,Indian creek,Whitmire,South Carolina,USA,Sunny,Intermittent,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,17,26,Shallow waters near the shore,Full coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,NA,FALSE,NA
CM_100,CM_100-3,2023-05-29,1685374350,11:32:30,Eastern Daylight Time (UTC-4),7.91,0.01,81.85,0.26,16.99,0.19,-0.33,-1.17,Measured_10mL,0.95,0.942,5.1103889868653e-4,120,8,0,8.03666666666667,MP-103021,33.996005,-80.960872,33.996005,-80.960872,10:31:00,12:21:00,179470,6.5,Yuhua,Zheng,Clemson university,yuhuaz@clemson.edu,NA,Indian creek,Whitmire,South Carolina,USA,Sunny,Intermittent,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Sand,17,26,Shallow waters near the shore,Full coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,NA,FALSE,NA
CM_101,CM_101-1,2023-05-29,1685388990,15:36:30,Eastern Daylight Time (UTC-4),8.55,0.02,96.04,0.12,21.04,0.07,-0.6,-2.07,Measured_10mL,0.964,0.958,7.8665397153443e-4,120,8,0,8.80666666666667,MP-103034,33.9959631,-80.9569115,33.9959631,-80.9569115,14:54:00,16:04:00,179957,6.5,Yuhua,Zheng,Clemson,yuhuaz@clemson.edu,NA,Wildcat Creek,Columbia,South Carolina,USA,Sunny,Intermittent,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),21,14.5,Shallow waters near the shore,Full coverage,No coverage,No coverage,3-10cm in some places,NA,NA,NA,NA,FALSE,NA
CM_101,CM_101-2,2023-05-29,1685388990,15:36:30,Eastern Daylight Time (UTC-4),8.55,0.02,96.04,0.12,21.04,0.07,-0.94,-3.29,Measured_10mL,0.988,0.985,7.8721321768398e-4,90,7,1,9.15666666666667,MP-103034,33.9959631,-80.9569115,33.9959631,-80.9569115,14:54:00,16:04:00,179957,6.5,Yuhua,Zheng,Clemson,yuhuaz@clemson.edu,NA,Wildcat Creek,Columbia,South Carolina,USA,Sunny,Intermittent,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),21,14.5,Shallow waters near the shore,Full coverage,No coverage,No coverage,3-10cm in some places,NA,NA,NA,NA,FALSE,NA
CM_101,CM_101-3,2023-05-29,1685388990,15:36:30,Eastern Daylight Time (UTC-4),8.55,0.02,96.04,0.12,21.04,0.07,-0.47,-1.63,Measured_10mL,0.904,0.888,0.00104026948902263,120,8,0,8.7,MP-103034,33.9959631,-80.9569115,33.9959631,-80.9569115,14:54:00,16:04:00,179957,6.5,Yuhua,Zheng,Clemson,yuhuaz@clemson.edu,NA,Wildcat Creek,Columbia,South Carolina,USA,Sunny,Intermittent,Broadleaf deciduous tree,Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),21,14.5,Shallow waters near the shore,Full coverage,No coverage,No coverage,3-10cm in some places,NA,NA,NA,NA,FALSE,NA
CM_102,CM_102-1,2023-06-26,1687830450,19:47:30,Mountain Daylight Time (UTC-6),7.4,0.05,67.61,0.05,11.33,0.29,-0.7,-2.54,Measured_10mL,0.939,0.928,0.00122124456891015,120,8,0,9.22333333333333,SP-32,35.86754,-106.52276,35.86754,-106.52276,18:24:00,20:54:00,020092,7,Nicole,Hucke,University of Idaho,huck4481@vandals.uidaho.edu,LJ - Caldera,La Jara Creek,Valles Caldera National Preserve,New Mexico,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Multi-channel,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),11,5,Inside bend of stream,Partial coverage,Partial coverage,No coverage,3-10cm in some places,"Due to water being so shallow, sensor had to be in contact with riverbed. However, I slightly elevated the inlet with some cobbles.","It was getting dark when we were doing the sediment sampling, so we were not able to fill up the bottle up to the neck. Hopefully this won't be too detrimental. Additionally, temperature data was obtained through sensors deployed further upstream (where I have the sampling equipment for my research), hopefully the discrepancy in measured temperature isn't much of an issue. The difference in temperature at both locations shouldn't be too much since they are only ~60m apart from each other. I had to dig further into the streambed to obtain the sediment, since there weren't a lot of depositional zones. I do not think I exceeded 10 cm though.",https://www.hydroshare.org/resource/c0e5094d1de54547a304d4dec3a7b3ff/,Yes,FALSE,NA
CM_102,CM_102-2,2023-06-26,1687830450,19:47:30,Mountain Daylight Time (UTC-6),7.4,0.05,67.61,0.05,11.33,0.29,-0.99,-3.51,Measured_10mL,0.95,0.941,0.00155791711612477,120,8,0,9.28333333333333,SP-32,35.86754,-106.52276,35.86754,-106.52276,18:24:00,20:54:00,020092,7,Nicole,Hucke,University of Idaho,huck4481@vandals.uidaho.edu,LJ - Caldera,La Jara Creek,Valles Caldera National Preserve,New Mexico,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Multi-channel,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),11,5,Inside bend of stream,Partial coverage,Partial coverage,No coverage,3-10cm in some places,"Due to water being so shallow, sensor had to be in contact with riverbed. However, I slightly elevated the inlet with some cobbles.","It was getting dark when we were doing the sediment sampling, so we were not able to fill up the bottle up to the neck. Hopefully this won't be too detrimental. Additionally, temperature data was obtained through sensors deployed further upstream (where I have the sampling equipment for my research), hopefully the discrepancy in measured temperature isn't much of an issue. The difference in temperature at both locations shouldn't be too much since they are only ~60m apart from each other. I had to dig further into the streambed to obtain the sediment, since there weren't a lot of depositional zones. I do not think I exceeded 10 cm though.",https://www.hydroshare.org/resource/c0e5094d1de54547a304d4dec3a7b3ff/,Yes,FALSE,NA
CM_102,CM_102-3,2023-06-26,1687830450,19:47:30,Mountain Daylight Time (UTC-6),7.4,0.05,67.61,0.05,11.33,0.29,-1.3,-4.57,Measured_10mL,0.976,0.972,0.00150568631763559,90,7,1,9.35,SP-32,35.86754,-106.52276,35.86754,-106.52276,18:24:00,20:54:00,020092,7,Nicole,Hucke,University of Idaho,huck4481@vandals.uidaho.edu,LJ - Caldera,La Jara Creek,Valles Caldera National Preserve,New Mexico,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Multi-channel,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),11,5,Inside bend of stream,Partial coverage,Partial coverage,No coverage,3-10cm in some places,"Due to water being so shallow, sensor had to be in contact with riverbed. However, I slightly elevated the inlet with some cobbles.","It was getting dark when we were doing the sediment sampling, so we were not able to fill up the bottle up to the neck. Hopefully this won't be too detrimental. Additionally, temperature data was obtained through sensors deployed further upstream (where I have the sampling equipment for my research), hopefully the discrepancy in measured temperature isn't much of an issue. The difference in temperature at both locations shouldn't be too much since they are only ~60m apart from each other. I had to dig further into the streambed to obtain the sediment, since there weren't a lot of depositional zones. I do not think I exceeded 10 cm though.",https://www.hydroshare.org/resource/c0e5094d1de54547a304d4dec3a7b3ff/,Yes,FALSE,NA
CM_103,CM_103-1,2023-07-10,1689003300,10:35:00,Central Daylight Time (UTC-5),7.11,0.27,90.68,3.84,27.89,0.25,-2.41,-8.94,Measured_10mL,0.983,0.98,0.00232846955114301,91,7,0,8.24666666666667,SP-28,33.487858,-88.455436,33.487858,-88.455436,09:30:00,11:25:00,116650,7,Varun,Paul,Mississippi State University,vgp25@msstate.edu,NA,Tennessee Tombigbee Waterway,Columbus,Mississippi,USA,"Sunny, Partly cloudy",Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),26.5,34.9,Inside bend of stream,Full coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Sample BWT (filtered): Multiple filters got clogged after filling ~150 ml. The remaining was filled with unfiltered water. Water was very turbid.,N/A,No,FALSE,NA
CM_103,CM_103-2,2023-07-10,1689003300,10:35:00,Central Daylight Time (UTC-5),7.11,0.27,90.68,3.84,27.89,0.25,-1.99,-7.37,Measured_10mL,0.984,0.982,0.00171533735129209,125,8,0,8.02666666666667,SP-28,33.487858,-88.455436,33.487858,-88.455436,09:30:00,11:25:00,116650,7,Varun,Paul,Mississippi State University,vgp25@msstate.edu,NA,Tennessee Tombigbee Waterway,Columbus,Mississippi,USA,"Sunny, Partly cloudy",Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),26.5,34.9,Inside bend of stream,Full coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Sample BWT (filtered): Multiple filters got clogged after filling ~150 ml. The remaining was filled with unfiltered water. Water was very turbid.,N/A,No,FALSE,NA
CM_103,CM_103-3,2023-07-10,1689003300,10:35:00,Central Daylight Time (UTC-5),7.11,0.27,90.68,3.84,27.89,0.25,-1.94,-7.29,Measured_10mL,0.981,0.978,0.00180837112347878,120,8,0,8.46,SP-28,33.487858,-88.455436,33.487858,-88.455436,09:30:00,11:25:00,116650,7,Varun,Paul,Mississippi State University,vgp25@msstate.edu,NA,Tennessee Tombigbee Waterway,Columbus,Mississippi,USA,"Sunny, Partly cloudy",Perennial,"Shrub, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),26.5,34.9,Inside bend of stream,Full coverage,Partial coverage,No coverage,1-3 cm as described in the protocol,N/A,Sample BWT (filtered): Multiple filters got clogged after filling ~150 ml. The remaining was filled with unfiltered water. Water was very turbid.,N/A,No,FALSE,NA
CM_104,CM_104-1,2023-07-24,1690214730,11:05:30,Eastern Standard Time (UTC-5),8.5,0.29,92.68,0.67,19.62,2.11,-8.44,-31.86,Measured_10mL,0.991,0.988,0.00767108270084133,30,5,1,9.38666666666667,SP-66,33.56176,79.08539,33.56176,79.08539,10:28:00,11:28:00,412314,6.5,Kelly,Cheah,Clemson University,wcheah@clemson.edu,Waccamaw Wache Marina,Cow House Creek,Murrells Inlet,South Carolina,USA,Partly cloudy,Perennial,"Broadleaf evergreen tree, Broadleaf deciduous tree",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),27.8,43.18,Shallow waters near the shore,Full coverage,Partial coverage,No coverage,3-10cm in some places,NA,NA,NA,NA,FALSE,NA
CM_104,CM_104-2,2023-07-24,1690214730,11:05:30,Eastern Standard Time (UTC-5),8.5,0.29,92.68,0.67,19.62,2.11,-8.7,-33.13,Measured_10mL,0.995,0.993,0.00716844939067481,15,4,2,9.16,SP-66,33.56176,79.08539,33.56176,79.08539,10:28:00,11:28:00,412314,6.5,Kelly,Cheah,Clemson University,wcheah@clemson.edu,Waccamaw Wache Marina,Cow House Creek,Murrells Inlet,South Carolina,USA,Partly cloudy,Perennial,"Broadleaf evergreen tree, Broadleaf deciduous tree",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),27.8,43.18,Shallow waters near the shore,Full coverage,Partial coverage,No coverage,3-10cm in some places,NA,NA,NA,NA,FALSE,NA
CM_104,CM_104-3,2023-07-24,1690214730,11:05:30,Eastern Standard Time (UTC-5),8.5,0.29,92.68,0.67,19.62,2.11,-9.48,-35.93,Measured_10mL,0.992,0.989,0.00838994260731087,30,5,0,8.61666666666667,SP-66,33.56176,79.08539,33.56176,79.08539,10:28:00,11:28:00,412314,6.5,Kelly,Cheah,Clemson University,wcheah@clemson.edu,Waccamaw Wache Marina,Cow House Creek,Murrells Inlet,South Carolina,USA,Partly cloudy,Perennial,"Broadleaf evergreen tree, Broadleaf deciduous tree",Multi-channel,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),27.8,43.18,Shallow waters near the shore,Full coverage,Partial coverage,No coverage,3-10cm in some places,NA,NA,NA,NA,FALSE,NA
CM_105,CM_105-1,2023-06-26,1687800180,11:23:00,Mountain Daylight Time (UTC-6),8.25,0.1,66.81,0.11,6.32,0.53,-2.66,-9.6,Measured_10mL,0.989,0.987,0.00209143417213555,90,7,0,8.85666666666667,MP-102420,38.85626,-107.05596,38.85626,-107.05596,10:19:00,12:12:00,593062,6.5,David,Inouye,Rocky Mountain Biological Laboratory,inouye@umd.edu,Coal Creek,Coal Creek,Crested Butte,Colorado,USA,Sunny,Perennial,"Needleleaf evergreen tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),-2,10,Pool lip,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,No,FALSE,NA
CM_105,CM_105-2,2023-06-26,1687800180,11:23:00,Mountain Daylight Time (UTC-6),8.25,0.1,66.81,0.11,6.32,0.53,-2.44,-8.86,Measured_10mL,0.915,0.898,0.00553172826409877,90,7,0,8.37,MP-102420,38.85626,-107.05596,38.85626,-107.05596,10:19:00,12:12:00,593062,6.5,David,Inouye,Rocky Mountain Biological Laboratory,inouye@umd.edu,Coal Creek,Coal Creek,Crested Butte,Colorado,USA,Sunny,Perennial,"Needleleaf evergreen tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),-2,10,Pool lip,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,No,FALSE,NA
CM_105,CM_105-3,2023-06-26,1687800180,11:23:00,Mountain Daylight Time (UTC-6),8.25,0.1,66.81,0.11,6.32,0.53,-2.89,-10.47,Measured_10mL,0.991,0.989,0.00204265018327481,90,7,0,8.59333333333333,MP-102420,38.85626,-107.05596,38.85626,-107.05596,10:19:00,12:12:00,593062,6.5,David,Inouye,Rocky Mountain Biological Laboratory,inouye@umd.edu,Coal Creek,Coal Creek,Crested Butte,Colorado,USA,Sunny,Perennial,"Needleleaf evergreen tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),-2,10,Pool lip,Partial coverage,No coverage,No coverage,1-3 cm as described in the protocol,NA,NA,NA,No,FALSE,NA
CM_106,CM_106-4,2023-07-17,1689618270,14:24:30,Eastern Daylight Time (UTC-4),5.5,0,71.33,0.08,28.87,0.04,-1.31,-21.29,Measured_2.5mL,0.918,0.904,0.00266389301059532,120,8,0,8.84666666666667,MP100667,34.220658,-79.543785,34.220658,-79.543785,13:40:00,14:55:00,700887,6.5,Nayeli,Sanchez,Clemson University Baruch Institute of Coastal Ecology and Forest Science,nayelis@clemson.edu,MP100667,Great Pee Dee River,Marion,South Carolina,USA,"Partly cloudy, 92 degrees F. Hot, humid, hazy, some clouds but mostly sunny",Perennial,"Broadleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),28.9,25.4,Shallow waters near the shore,Partial coverage,No coverage,No coverage,More than 10 cm in some places,NA,"(1) For the 500 ml sediment sample, 30% of the sample was sieved and the remainder was put into the bottle directly. The silt/fine sediment did not go through the sieve effectively since it clumped and stuck to it. (2) Although the river does meander, this section/reach is relatively straight. (3) Samples were taken from the left bank and flow was relatively high.",https://waterdata.usgs.gov/monitoring-location/02131000/#parameterCode=00065&period=P7D,NA,FALSE,NA
CM_106,CM_106-5,2023-07-17,1689618270,14:24:30,Eastern Daylight Time (UTC-4),5.5,0,71.33,0.08,28.87,0.04,-4.3,-70.85,Measured_2.5mL,0.987,0.984,0.00409486782095665,55,6,0,8.08333333333333,MP100667,34.220658,-79.543785,34.220658,-79.543785,13:40:00,14:55:00,700887,6.5,Nayeli,Sanchez,Clemson University Baruch Institute of Coastal Ecology and Forest Science,nayelis@clemson.edu,MP100667,Great Pee Dee River,Marion,South Carolina,USA,"Partly cloudy, 92 degrees F. Hot, humid, hazy, some clouds but mostly sunny",Perennial,"Broadleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),28.9,25.4,Shallow waters near the shore,Partial coverage,No coverage,No coverage,More than 10 cm in some places,NA,"(1) For the 500 ml sediment sample, 30% of the sample was sieved and the remainder was put into the bottle directly. The silt/fine sediment did not go through the sieve effectively since it clumped and stuck to it. (2) Although the river does meander, this section/reach is relatively straight. (3) Samples were taken from the left bank and flow was relatively high.",https://waterdata.usgs.gov/monitoring-location/02131000/#parameterCode=00065&period=P7D,NA,FALSE,NA
